,App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
111,5965673$VALID,HDR$VALID,10/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
112,5962724$VALID,HDR$VALID,03/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
113,5961212$VALID,HDR$VALID,02/23/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
114,5966586$VALID,HDR$VALID,11/19/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
115,5961554$VALID,HDR$VALID,02/27/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
116,5965170$VALID,HDR$VALID,09/21/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
117,5962010$VALID,HDR$VALID,03/04/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
118,5966241$VALID,HDR$VALID,11/08/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
119,5959382$VALID,HDR$VALID,01/27/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
120,5966379$VALID,HDR$VALID,11/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
121,5964777$VALID,HDR$VALID,08/24/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
122,5965658$VALID,HDR$VALID,10/20/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
123,5966263$VALID,HDR$VALID,11/09/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
124,5966121$VALID,HDR$VALID,11/04/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
125,5959286$VALID,HDR$VALID,01/25/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
126,5962479$VALID,HDR$VALID,03/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
127,5966765$VALID,HDR$VALID,11/27/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
128,5960612$VALID,HDR$VALID,02/14/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
129,5964595$VALID,HDR$VALID,08/13/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
130,5956673$VALID,HDR$VALID,12/14/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
131,5964951$VALID,HDR$VALID,09/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
132,5960697$VALID,HDR$VALID,02/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
133,5958862$VALID,HDR$VALID,01/20/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
134,5957375$VALID,HDR$VALID,12/28/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Open items needed. Visit www.nyc.gov/tlcup for more information,11/27/2020 05:00:03 PM$VALID
135,5965446$VALID,HDR$VALID,10/08/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
136,5959188$VALID,HDR$VALID,01/23/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
137,5957609$VALID,HDR$VALID,01/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
138,5966076$VALID,HDR$VALID,11/02/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
139,5957443$VALID,HDR$VALID,12/30/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",11/27/2020 05:00:03 PM$VALID
140,5966310$VALID,HDR$VALID,11/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
141,5958273$VALID,HDR$VALID,01/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/27/2020 05:00:03 PM$VALID
142,5963618$VALID,HDR$VALID,05/26/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
143,5961084$VALID,HDR$VALID,02/20/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
144,5960699$VALID,HDR$VALID,02/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
145,5966729$VALID,HDR$VALID,11/25/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
146,5960718$VALID,HDR$VALID,02/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,11/27/2020 05:00:03 PM$VALID
147,5956217$VALID,HDR$VALID,12/06/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
148,5956038$VALID,HDR$VALID,12/03/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
149,5965556$VALID,HDR$VALID,10/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
150,5966327$VALID,HDR$VALID,11/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
151,5965750$VALID,HDR$VALID,10/23/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
152,5958284$VALID,HDR$VALID,01/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",11/27/2020 05:00:03 PM$VALID
153,5961142$VALID,HDR$VALID,02/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",11/27/2020 05:00:03 PM$VALID
154,5961356$VALID,HDR$VALID,02/24/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
155,5966676$VALID,HDR$VALID,11/23/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
156,5965880$VALID,HDR$VALID,10/28/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
157,5966342$VALID,HDR$VALID,11/11/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
158,5964503$VALID,HDR$VALID,08/09/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
159,5965591$VALID,HDR$VALID,10/19/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
160,5963488$VALID,HDR$VALID,05/01/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
161,5961449$VALID,HDR$VALID,02/25/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
162,5957378$VALID,HDR$VALID,12/29/2019$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",11/27/2020 05:00:03 PM$VALID
163,5964307$VALID,HDR$VALID,07/27/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
164,5965524$VALID,HDR$VALID,10/15/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
165,5963498$VALID,HDR$VALID,05/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
166,5957875$VALID,HDR$VALID,01/07/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
167,5964767$VALID,HDR$VALID,08/24/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
168,5957864$VALID,HDR$VALID,01/06/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
169,5959891$VALID,HDR$VALID,02/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
170,5963680$VALID,HDR$VALID,06/04/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
171,5965262$VALID,HDR$VALID,09/25/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
172,5962608$VALID,HDR$VALID,03/11/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
173,5966177$VALID,HDR$VALID,11/06/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
174,5966618$VALID,HDR$VALID,11/20/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
175,5961171$VALID,HDR$VALID,02/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
176,5961160$VALID,HDR$VALID,02/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
177,5966442$VALID,HDR$VALID,11/14/2020$VALID,Under Review$INVALID(OOCCURRENCEERROR),Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
178,5962925$VALID,HDR$VALID,03/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
179,5966722$VALID,HDR$VALID,11/25/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
180,5959011$VALID,HDR$VALID,01/22/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
181,5964649$VALID,HDR$VALID,08/17/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
182,5960170$VALID,HDR$VALID,02/06/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
183,5966369$VALID,HDR$VALID,11/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
184,5964412$VALID,HDR$VALID,08/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
185,5961654$VALID,HDR$VALID,02/28/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
186,5960572$VALID,HDR$VALID,02/13/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
187,5963175$VALID,HDR$VALID,03/20/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
188,5965677$VALID,HDR$VALID,10/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
189,5966755$VALID,HDR$VALID,11/26/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
190,5960340$VALID,HDR$VALID,02/10/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
191,5963809$VALID,HDR$VALID,06/20/2020$VALID,Approved - License Issued$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
192,5962727$VALID,HDR$VALID,03/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
193,5965123$VALID,HDR$VALID,09/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
194,5963909$VALID,HDR$VALID,06/26/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
195,5958965$VALID,HDR$VALID,01/21/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
196,5959704$VALID,HDR$VALID,01/31/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Needed$VALID,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",11/27/2020 05:00:03 PM$VALID
197,5965481$VALID,HDR$VALID,10/12/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
198,5963631$VALID,HDR$VALID,05/27/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
199,5966472$VALID,HDR$VALID,11/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
200,5966509$VALID,HDR$VALID,11/17/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
201,5963982$VALID,HDR$VALID,07/03/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
202,5966226$VALID,HDR$VALID,11/07/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
203,5958683$VALID,HDR$VALID,01/16/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
204,5966055$VALID,HDR$VALID,11/02/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Fingerprints needed,11/27/2020 05:00:03 PM$VALID
205,5966590$VALID,HDR$VALID,11/19/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
206,5965784$VALID,HDR$VALID,10/24/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Complete$VALID,Complete$VALID,Needed$VALID,Complete$VALID,Not Applicable,11/27/2020 05:00:03 PM$VALID
207,5966158$VALID,HDR$VALID,11/05/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Needed$VALID,Needed$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Fingerprints needed; Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
208,5966356$VALID,HDR$VALID,11/11/2020$VALID,Incomplete$VALID,Not Applicable$VALID,Complete$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Needed$VALID,Copy of DMV license needed,11/27/2020 05:00:03 PM$VALID
